Address,Settlement
13. kerület Petneházy utca 62.,13. kerület
Debrecen Kenézy Gyula utca,Debrecen
Harkány Szent István utca,Harkány
Nagykovácsi Cseresznyés,Nagykovácsi
Debrecen Epreskert utca,Debrecen
4. kerület Kálvin János utca,4. kerület
2. kerület Vízesés utca,2. kerület
16. kerület Szlovák út,16. kerület
Pécs Meszes,Pécs
Bátonyterenye Nagybátony,Bátonyterenye
Sopron Deák tér,Sopron
Herceghalom Pest megye,Herceghalom
Bük Felsőbük,Bük
Debrecen Martinovics utca,Debrecen
15. kerület Szentmihályi út,15. kerület
16. kerület Benő utca,16. kerület
Gyöngyös II. Rákóczi Ferenc utca 4.,Gyöngyös
15. kerület Molnár Viktor utca,15. kerület
Cegléd Belváros,Cegléd
Szeged Puskás utca,Szeged
Aszód Falujárók úti lakótelep,Aszód
3. kerület Remetehegyi út,3. kerület
18. kerület Hársfa utca,18. kerület
12. kerület Diósárok köz,12. kerület
Veszprém Wartha Vince utca 26.,Veszprém
Székesfehérvár Gyümölcs utca,Székesfehérvár
15. kerület Beller Imre utca,15. kerület
12. kerület Pagony utca,12. kerület
Velence Panoráma út,Velence
Rajka Győr-Moson-Sopron megye,Rajka
2. kerület Rhédey utca,2. kerület
8. kerület Muzsikus cigányok parkja,8. kerület
1. kerület Somlói út,1. kerület
Törökszentmiklós Jász-Nagykun-Szolnok megye,Törökszentmiklós
Hévíz Egregy,Hévíz
2. kerület Dutka Ákos utca,2. kerület
Debrecen Somkóró utca,Debrecen
Veszprém Deák Ferenc utca,Veszprém
Kiskunhalas Szilády Áron utca 27.,Kiskunhalas
Kaposvár Kossuth tér,Kaposvár
Kaposvár Baross Gábor utca,Kaposvár
Salgótarján Nógrád megye,Salgótarján
Csurgó Somogy megye,Csurgó
Révfülöp Veszprém megye,Révfülöp
Kehidakustány Kustány,Kehidakustány
Tapolca Diszel,Tapolca
13. kerület Göncz Árpád városközpont,13. kerület
Sümeg Belváros,Sümeg
Tapolca Fő tér 13.,Tapolca
Keszthely Balatonpart,Keszthely
16. kerület Hermina út,16. kerület
Budaörs Mező utca,Budaörs
Kistarcsa Eperjesi út,Kistarcsa
19. kerület Petőfi utca,19. kerület
Nyíregyháza Kéz utca,Nyíregyháza
Debrecen Pacsirta utca,Debrecen
Pécs Nagy Lajos utca,Pécs
Pécs Donátus,Pécs
Pásztó Belváros,Pásztó
Nyergesújfalu Hullám utca,Nyergesújfalu
Izsák Uzovicstelep,Izsák
3. kerület Búza utca,3. kerület
21. kerület Szabadság utca,21. kerület
Nagycenk Győr-Moson-Sopron megye,Nagycenk
Sopron Egeredidomb lakópark,Sopron
Szeged Holló utca,Szeged
Pécs Pákolitz István utca 27.,Pécs
Pécs Csend utca,Pécs
Dunaújváros Erdő sor,Dunaújváros
5. kerület Bajcsy-Zsilinszky út 66.,5. kerület
Csongrád Hársfa utca,Csongrád
Mályi Kossuth utca,Mályi
12. kerület Farkasrét,12. kerület
Nagykovácsi Kolozsvár utca,Nagykovácsi
3. kerület Montevideo utca,3. kerület
6. kerület Dalszínház utca 8.,6. kerület
Lábatlan Komárom-Esztergom megye,Lábatlan
16. kerület Újmátyásföld,16. kerület
Biatorbágy Bia,Biatorbágy
Komló Vértanúk utca,Komló
Sopron Ötvös utca,Sopron
Pécs Szabadság utca 9.,Pécs
Vác Cserhát utca,Vác
5. kerület Petőfi tér,5. kerület
Sopron Felsőlőverek,Sopron
5. kerület Duna utca,5. kerület
11. kerület Zólyom köz,11. kerület
10. kerület Ónodi köz,10. kerület
Kazincbarcika Illyés Gyula út,Kazincbarcika
1. kerület Fazekas utca,1. kerület
1. kerület Gyorskocsi utca,1. kerület
2. kerület Gül Baba utca,2. kerület
Kaposvár Donner,Kaposvár
Gödöllő Kertváros,Gödöllő
14. kerület Tanya utca,14. kerület
14. kerület Nezsider utca,14. kerület
Solymár Váci Mihály utca,Solymár
Debrecen Szabadságtelep,Debrecen
6. kerület Nagymező utca 14.,6. kerület
Pécs Szőlő utca 48.,Pécs
10. kerület Lavotta utca,10. kerület
Hévíz Attila utca,Hévíz
Hévíz Nagy Imre utca,Hévíz
Szekszárd Bocskai utca,Szekszárd
Debrecen Nyugati utca,Debrecen
Nyíregyháza Erdő sor,Nyíregyháza
Komárom Komárom-Esztergom megye,Komárom
12. kerület Vas Gereben utca,12. kerület
Debrecen Thaly Kálmán utca,Debrecen
14. kerület Jurisich Miklós utca,14. kerület
21. kerület Szentmiklósi út,21. kerület
Sopron Róth Gyula utca,Sopron
14. kerület Zugló,14. kerület
Sopron Színház utca,Sopron
Törökbálint Munkácsy Mihály utca,Törökbálint
10. kerület Salgótarjáni utca,10. kerület
9. kerület Üllői út 21.,9. kerület
9. kerület Osztag utca,9. kerület
Vác Kálvin János utca,Vác
2. kerület Nyék,2. kerület
Sajószentpéter Móra Ferenc utca,Sajószentpéter
Komló Alkotmány utca,Komló
Aszód Pest megye,Aszód
Dabas Városközpont,Dabas
17. kerület Gombosi utca,17. kerület
Veszprém Damjanich János utca,Veszprém
Bezenye Paprét,Bezenye
Hajdúszoboszló Hősök tere 6.,Hajdúszoboszló
10. kerület Hős utca,10. kerület
Kecskemét Bogovics köz,Kecskemét
Kartal Szirom utca 8.,Kartal
Gödöllő Blaháné utca,Gödöllő
Miskolc Soltész Nagy Kálmán utca,Miskolc
5. kerület Honvéd utca 3.,5. kerület
17. kerület Ököl utca,17. kerület
Mezőkövesd Borsod-Abaúj-Zemplén megye,Mezőkövesd
7. kerület Hernád utca 32.,7. kerület
Budakeszi Eperjes utca,Budakeszi
Sirok Heves megye,Sirok
18. kerület Háromszéki utca,18. kerület
Eger Felnémet,Eger
12. kerület Városkúti köz,12. kerület
16. kerület Cinkota – Honfoglalás lakópark,16. kerület
Badacsonytomaj Veszprém megye,Badacsonytomaj
Zánka Veszprém megye,Zánka
20. kerület Alsóteleki utca,20. kerület
2. kerület Szalonkales utca,2. kerület
Szeged Kukovetz Nana utca,Szeged
Remeteszőlős Pest megye,Remeteszőlős
8. kerület Bacsó Béla utca,8. kerület
3. kerület Rókahegyi út,3. kerület
10. kerület Dombhát utca,10. kerület
Solymár Hutweide,Solymár
15. kerület Bethlen Gábor utca 109.,15. kerület
Páty Pest megye,Páty
4. kerület Izzó utca,4. kerület
Szajk Baranya megye,Szajk
Siófok Mátyás király utca,Siófok
Nyíregyháza Luther utca 5.,Nyíregyháza
Kisvárda Krucsay Márton utca 2.,Kisvárda
12. kerület Hertelendy utca,12. kerület
Eger Rózsa Károly utca,Eger
Győr Bácsai út,Győr
Kisfalud Győr-Moson-Sopron megye,Kisfalud
14. kerület Cinka Panna utca,14. kerület
14. kerület Egressy tér,14. kerület
10. kerület Előd utca,10. kerület
10. kerület Tárna utca,10. kerület
Maglód Klenovatelep,Maglód
Kecskemét Bakócz Tamás utca,Kecskemét
15. kerület Rákóczi utca,15. kerület
8. kerület Múzeum körút 10.,8. kerület
Veszprém Ívelő sétány,Veszprém
14. kerület Tengerszem utca,14. kerület
Balatonendréd Somogy megye,Balatonendréd
Szarvas Vasút utca,Szarvas
Szombathely 11-es huszár út,Szombathely
Kiskunfélegyháza Darvas tér 5.,Kiskunfélegyháza
11. kerület Nagyszalonta utca,11. kerület
Kecskemét Nyíri út,Kecskemét
Debrecen Szikszai utca,Debrecen
Kecskemét Szarvas utca,Kecskemét
Kecskemét Rákócziváros,Kecskemét
Pápa Belváros,Pápa
6. kerület Kodály körönd,6. kerület
12. kerület Mártonvölgy utca,12. kerület
Pápa Huszár lakótelep,Pápa
10. kerület Szállás utca,10. kerület
14. kerület Angol utca 53.,14. kerület
2. kerület Budakeszierdő,2. kerület
Miskolc Stadion utca 31.,Miskolc
2. kerület Verecke lépcső,2. kerület
Debrecen Sumen utca,Debrecen
Szeged Baross László utca,Szeged
Gyula Budapest körút,Gyula
Marcali Széchenyi utca,Marcali
4. kerület Árpád út 89.,4. kerület
Bokod 1-es utca,Bokod
Százhalombatta Bolyai János utca,Százhalombatta
11. kerület Pacsirtafű utca,11. kerület
20. kerület Dessewffy utca,20. kerület
Debrecen Vármegyeháza utca,Debrecen
10. kerület Szentimrey utca,10. kerület
10. kerület Sörös utca,10. kerület
18. kerület Teleki utca,18. kerület
11. kerület Háromszék utca,11. kerület
3. kerület Visszatérő köz,3. kerület
13. kerület Tomori köz,13. kerület
1. kerület Zerge lépcső,1. kerület
Ráckeve Belváros,Ráckeve
3. kerület Attila utca,3. kerület
11. kerület Alabástrom utca,11. kerület
Veszprém Cholnokyváros,Veszprém
5. kerület Veres Pálné utca 40.,5. kerület
Komárom Lovarda tér,Komárom
19. kerület Kispest-Kertváros,19. kerület
11. kerület Mezőkövesd út,11. kerület
15. kerület Rákospalota – MÁV-telep,15. kerület
Balatonszárszó Akácos út,Balatonszárszó
Tác Fejér megye,Tác
3. kerület Gulácsy Lajos utca,3. kerület
1. kerület Mária tér,1. kerület
Ajka Élmunkás telep,Ajka
1. kerület Kuny Domokos utca,1. kerület
2. kerület Cenk utca,2. kerület
2. kerület Rókushegyi lépcső,2. kerület
11. kerület Szatmárhegy utca,11. kerület
3. kerület Seregély köz,3. kerület
Ajka Padragi út,Ajka
Dunaharaszti Némedi út,Dunaharaszti
8. kerület Hungária körút,8. kerület
15. kerület Rákos út,15. kerület
4. kerület Czuczor utca,4. kerület
Pécel Apácadomb,Pécel
4. kerület Bajza József utca,4. kerület
18. kerület Fráter Loránd utca,18. kerület
10. kerület Kőbánya – Óhegyi lakótelep,10. kerület
Dunaújváros Arany János utca,Dunaújváros
Dunaújváros Gábor Áron utca,Dunaújváros
8. kerület Kis Fuvaros utca,8. kerület
10. kerület Vasláb utca,10. kerület
10. kerület Bolgár utca,10. kerület
8. kerület Dobozi utca 23.,8. kerület
11. kerület Kőérberki dűlő,11. kerület
Törökbálint Ady Endre utca,Törökbálint
Úrkút Veszprém megye,Úrkút
21. kerület Krizantém utca,21. kerület
Tata Kocsi utca 17.,Tata
Sopron Paprét,Sopron
Kaposvár Szántó utca,Kaposvár
Mezősas Arany János utca,Mezősas
Kalocsa Eszperantó utca 14.,Kalocsa
Nyíregyháza Kossuth Lajos utca 69.,Nyíregyháza
14. kerület Pitvar utca 15.,14. kerület
14. kerület Nagy Lajos király útja 167.,14. kerület
2. kerület Rákóczi utca,2. kerület
Szeged Ipoly sor 2.,Szeged
Rétság Takarék utca 27.,Rétság
Debrecen Bajcsy-Zsilinszky utca 12.,Debrecen
Szeged Juharfás utca,Szeged
Komárom Kelemen László utca,Komárom
5. kerület Széchenyi utca,5. kerület
Mindszent Köztársaság tér,Mindszent
11. kerület Ecsed utca,11. kerület
Tata Keszthelyi utca 1.,Tata
Kőszeg Írottkő út,Kőszeg
7. kerület Tivadar utca,7. kerület
21. kerület Csepel-Királymajor,21. kerület
Kecskemét Repülőtér,Kecskemét
8. kerület Szerdahelyi utca 4.,8. kerület
Pécs Zója utca,Pécs
Győr Bisinger József sétány,Győr
Tiszaújváros Borsod-Abaúj-Zemplén megye,Tiszaújváros
Szigethalom Akácfa utca,Szigethalom
15. kerület Dobó utca,15. kerület
13. kerület Kárász utca,13. kerület
8. kerület Auróra utca,8. kerület
Eger Kertész utca,Eger
2. kerület Apostol utca,2. kerület
6. kerület Ó utca 50.,6. kerület
Gyömrő Fogarasi utca 26.,Gyömrő
6. kerület Podmaniczky utca 13.,6. kerület
Encs Kenyérgyári út,Encs
20. kerület Nagy Győri István utca,20. kerület
7. kerület Garay utca 20.,7. kerület
13. kerület Népfürdő utca 3/b,13. kerület
Maglód Bata Ferenc utca,Maglód
13. kerület Westend Ház,13. kerület
Szeged Tarján széle,Szeged
15. kerület Drégelyvár utca,15. kerület
Gyöngyös Bugát Pál tér 3.,Gyöngyös
4. kerület Pöltenberg Ernő utca 6.,4. kerület
Mosonmagyaróvár Szél utca,Mosonmagyaróvár
Mélykút Bem József tér 9.,Mélykút
Miskolc Thököly Imre utca,Miskolc
12. kerület Szendrő utca,12. kerület
Békéscsaba Bartók Béla út,Békéscsaba
Sopron Gidapatak utca,Sopron
Orosháza Rákóczi út 2.,Orosháza
Győr Bercsényi liget 82.,Győr
Kecskemét Füzes utca,Kecskemét
Kecskemét Horog utca,Kecskemét
5. kerület Pesti alsó rakpart,5. kerület
Pécs Krisztina tér,Pécs
Kaposvár Béke utca,Kaposvár
12. kerület Arató köz,12. kerület
Mosonmagyaróvár Nap utca,Mosonmagyaróvár
Debrecen Sóház,Debrecen
11. kerület Inga utca,11. kerület
Budaörs Esze Tamás utca,Budaörs
Hajdúszoboszló Szabó László zug,Hajdúszoboszló
Kaposvár Léva köz,Kaposvár
Kecskemét Hosszú utca,Kecskemét
12. kerület Törpe utca,12. kerület
19. kerület Toldy utca,19. kerület
18. kerület Kézdivásárhely utca,18. kerület
Nyírbogdány Gyártelep,Nyírbogdány
18. kerület Vikár Béla utca,18. kerület
Kecskemét Csányi János körút,Kecskemét
13. kerület Reitter Ferenc utca 18-20,13. kerület
Pécs Derékréti út 13.,Pécs
3. kerület Végvár utca,3. kerület
Pécs Építők útja,Pécs
17. kerület 513. utca 12-28.,17. kerület
4. kerület Óceánárok utca,4. kerület
Szolnok Bocskai utca,Szolnok
Komárom Színház köz 1/A,Komárom
Gyula Nagysándor József utca 7.,Gyula
Miskolc Kondor Béla utca,Miskolc
12. kerület Tartsay Vilmos utca,12. kerület
Pécs Kandó Kálmán utca,Pécs
Pécs Uitz Béla utca,Pécs
Pécs Sánc utca,Pécs
Pécs Dr. Hal József utca,Pécs
Siklós Felszabadulás utca,Siklós
3. kerület Kékfestő utca,3. kerület
Pécs Varsány utca,Pécs
Harkány Bartók Béla utca,Harkány
Dombóvár Kernen tér,Dombóvár
Marcali Berzsenyi utca,Marcali
Tatabánya Tass vezér utca,Tatabánya
13. kerület Csángó utca 36.,13. kerület
Miskolc Vologda utca,Miskolc
Győr Bem tér,Győr
12. kerület Korompai utca,12. kerület
3. kerület Óbor utca 147.,3. kerület
18. kerület BENEDEK9 LAKÓPARK,18. kerület
Miskolc Serház utca,Miskolc
Miskolc Kuruc utca 35.,Miskolc
Miskolc Herman Ottó utca 4.,Miskolc
Miskolc Kuruc utca 39.,Miskolc
Halásztelek Ófalu,Halásztelek
13. kerület Fiastyúk utca 60.,13. kerület
Miskolc Szentgyörgy út 28.,Miskolc
Komárom Tópart lakótelep,Komárom
Miskolc Szentgyörgy út 46.,Miskolc
14. kerület Limanova köz 1.,14. kerület
Csongrád Dózsa György tér,Csongrád
3. kerület Folyóka utca,3. kerület
Zalaegerszeg Gasparich Márk utca 19.,Zalaegerszeg
22. kerület Regényes utca,22. kerület
Győr Baross Gábor út 57.,Győr
Tata Május 1. út 53.,Tata
Szeged Róna utca 31/B,Szeged
3. kerület Berend utca,3. kerület
Eger II. Rákóczi Ferenc utca 87.,Eger
Sárvár Gárdonyi Géza utca,Sárvár
17. kerület Hártya utca,17. kerület
7. kerület Murányi utca 22.,7. kerület
17. kerület Ady Endre utca,17. kerület
Harkány Járó József utca,Harkány
Siklós Köztársaság tér,Siklós
Siklós Hajdú utca,Siklós
Hódmezővásárhely Kertváros,Hódmezővásárhely
Simontornya Tolna megye,Simontornya
Kecskemét Liszt Ferenc utca,Kecskemét
Győr Dunakapu tér,Győr
14. kerület Emília utca,14. kerület
16. kerület Diósy Lajos utca,16. kerület
Zalaegerszeg Gálafejpuszta,Zalaegerszeg
Kecskemét Halasi út,Kecskemét
Mosonmagyaróvár Gát utca,Mosonmagyaróvár
Kiskunfélegyháza Bács-Kiskun megye,Kiskunfélegyháza
7. kerület Thököly út 5.,7. kerület
6. kerület Lázár utca 6.,6. kerület
Szekszárd Városközpont,Szekszárd
11. kerület Rupphegyi út,11. kerület
19. kerület Fő utca 47.,19. kerület
17. kerület Pesti út 166.,17. kerület
Debrecen Csokonai utca,Debrecen
13. kerület Csángó utca,13. kerület
Szerencs Borsod-Abaúj-Zemplén megye,Szerencs
14. kerület Egressy út 18.,14. kerület
Békésszentandrás Kossuth utca,Békésszentandrás
2. kerület Budakeszi út 79.,2. kerület
13. kerület Röntgen utca,13. kerület
Nyíregyháza Árok utca,Nyíregyháza
18. kerület Kinizsi Pál utca,18. kerület
3. kerület Testvérhegyi lejtő,3. kerület
Nagykőrös Kecskeméti út,Nagykőrös
14. kerület Egressy út 75.,14. kerület
Berhida Peremarton gyártelep,Berhida
Szigetszentmiklós Jókai utca,Szigetszentmiklós
Debrecen Jókai utca,Debrecen
Szolnok Hild Viktor utca,Szolnok
19. kerület Kós Károly tér 7.,19. kerület
Tiszaújváros Rózsa út,Tiszaújváros
Pécs Lotz Károly utca,Pécs
Pécs Csortos Gyula utca,Pécs
Pécs Radnics utca,Pécs
13. kerület Bodor utca 2-4.,13. kerület
11. kerület Budaörsi út 20/B.,11. kerület
2. kerület Turbán utca 11-13.,2. kerület
12. kerület Hajnalka utca,12. kerület
Szolnok TVM lakótelep,Szolnok
Békéscsaba Kazinczy-lakótelep,Békéscsaba
3. kerület Szentendrei út 28.,3. kerület
Ecser Arany János utca,Ecser
4. kerület Geduly utca,4. kerület
4. kerület Laborfalvi Róza utca,4. kerület
12. kerület Thomán István utca 13.,12. kerület
Nagykanizsa Csokonai utca,Nagykanizsa
Kiskunfélegyháza Dr. Holló Lajos utca,Kiskunfélegyháza
Kecskemét Balaton utca,Kecskemét
Szigethalom Karinthy Frigyes utca,Szigethalom
Kecskemét Aradi vértanúk tere,Kecskemét
3. kerület Szél utca,3. kerület
4. kerület Pácoló utca,4. kerület
Pécs Visnya Ernő utca,Pécs
1. kerület Tóth Árpád sétány,1. kerület
Pécs Diós,Pécs
Pécs Pollack Mihály utca,Pécs
2. kerület Batyu utca,2. kerület
11. kerület Spanyolrét,11. kerület
Kapuvár Győri út 48.,Kapuvár
Tiszaújváros Liszt Ferenc utca 5.,Tiszaújváros
Szalánta Hunyadi János utca,Szalánta
18. kerület Somogyi László sétány,18. kerület
12. kerület Márvány utca 44.,12. kerület
18. kerület Barcsay utca,18. kerület
Miskolc Kilián észak,Miskolc
19. kerület Molnár József utca 8.,19. kerület
Érd Erzsébet utca,Érd
17. kerület Rákoskert,17. kerület
15. kerület Pozsony utca,15. kerület
Pécs Feketegyémánt tér,Pécs
19. kerület Batthyány utca 14.,19. kerület
7. kerület István utca 33.,7. kerület
Nyíregyháza Vécsey utca 1.,Nyíregyháza
Békéscsaba Andrássy út 51.,Békéscsaba
4. kerület József Attila utca 39.,4. kerület
Balmazújváros Debreceni utca 38.,Balmazújváros
Salgótarján Forgáchtelep,Salgótarján
Sátoraljaújhely Kazinczy utca 27.,Sátoraljaújhely
Dunaújváros Szabadság út,Dunaújváros
Debrecen Mácsai Sándor utca,Debrecen
14. kerület Turán utca,14. kerület
13. kerület Turbina utca 8.,13. kerület
Nyíregyháza Vécsey utca,Nyíregyháza
Debrecen Híd utca,Debrecen
Mosonmagyaróvár Alkotmány utca,Mosonmagyaróvár
Kaposvár Léva köz 1.,Kaposvár
15. kerület Legénybíró utca,15. kerület
10. kerület Doba utca 7.,10. kerület
11. kerület Budafoki út 22.,11. kerület
16. kerület Cibakháza utca 28.,16. kerület
Üröm Vessző utca,Üröm
13. kerület Radnóti Miklós utca 42.,13. kerület
Keszthely Fáy András utca,Keszthely
17. kerület Peregi út,17. kerület
Nagyatád Hunyadi utca,Nagyatád
Balatonboglár Erzsébet utca,Balatonboglár
Mór Dózsa György utca,Mór
Lábatlan Öreghegyi út,Lábatlan
Eger Faiskola utca 8.,Eger
Hajdúböszörmény Külső Hadházi utca 67.,Hajdúböszörmény
Esztergom Lőrinc utca,Esztergom
Jobbágyi Lakótelep,Jobbágyi
Szentgotthárd Széchenyi út,Szentgotthárd
3. kerület Folyamőr utca,3. kerület
Kiskunfélegyháza Asztalos János utca,Kiskunfélegyháza
Verőce Faluföle utca,Verőce
11. kerület Bartók Béla út 136.,11. kerület
Veszprém Stromfeld Aurél utca 1.,Veszprém
Balassagyarmat Zrínyi utca 7.,Balassagyarmat
Miskolc Bábonyibérc,Miskolc
Vác Zöldfa utca,Vác
10. kerület Hang utca 16.,10. kerület
Sárvár Hunyadi János utca 1.,Sárvár
Mohács Jókai Mór utca 2.,Mohács
11. kerület Frankhegy utca 4.,11. kerület
Kazincbarcika Árpád fejedelem tér,Kazincbarcika
Győr Kodály Zoltán utca,Győr
Tatabánya Vadász utca,Tatabánya
Kőszeg Velemi út,Kőszeg
Paks Kurcsatov utca,Paks
Dunakeszi Iskola utca 1.,Dunakeszi
Székesfehérvár Mikes Kelemen utca,Székesfehérvár
Piliscsaba Egyetem,Piliscsaba
Tiszaújváros Liszt Ferenc utca 3.,Tiszaújváros
Szigetszentmiklós Horgony köz,Szigetszentmiklós
4. kerület Berzeviczy Gergely utca 17.,4. kerület
Debrecen Gyergyó utca 5.,Debrecen
Tét Liszt Ferenc utca 38.,Tét
Sopron Kertváros,Sopron
3. kerület Kis Korona utca,3. kerület
Monor Tó utca 3.,Monor
18. kerület Ráday Gedeon utca 96.,18. kerület
19. kerület Irányi Dániel utca,19. kerület
Salgótarján Zagyvapálfalva,Salgótarján
Nagykanizsa Csengery út 14.,Nagykanizsa
17. kerület Felsőrákoshegy,17. kerület
Nagytarcsa Petőfi Sándor utca 2.,Nagytarcsa
Nagytarcsa Petőfitelep 2.,Nagytarcsa
Szeged Tündér utca,Szeged
Sopron Ibolya út,Sopron
Debrecen Budai Ézsaiás utca,Debrecen
9. kerület Boráros tér 2.,9. kerület
Szolnok Nagy Imre körút,Szolnok
Miskolc Testvérvárosok útja 34.,Miskolc
Szeged Móra utca,Szeged
Nyékládháza Szőlőhegy,Nyékládháza
Tiszalök Kossuth utca 75.,Tiszalök
Kunhegyes Rákóczi utca,Kunhegyes
Szeged Magyar utca,Szeged
Nyírbátor Zrínyi utca,Nyírbátor
Kalocsa Kertváros,Kalocsa
11. kerület Kelenföld – Nádorliget lakópark,11. kerület
Velence Fejér megye,Velence
Téglás Hajdú-Bihar megye,Téglás
5. kerület Kecskeméti utca 9.,5. kerület
Békéscsaba Fövenyes utca,Békéscsaba
12. kerület Alkotás utca 25.,12. kerület
Oroszlány Népekbarátsága utca 31.,Oroszlány
Pécs Móricz Zsigmond utca,Pécs
Pécs Gosztonyi Gyula utca 4.,Pécs
Pápa Szentilonay József utca,Pápa
14. kerület Pitvar utca,14. kerület
Miskolc Kassai utca,Miskolc
17. kerület Rákoskert – Strázsahegy,17. kerület
Székesfehérvár József Attila utca 6.,Székesfehérvár
Bicske Fejér megye,Bicske
Almásfüzitő Komárom-Esztergom megye,Almásfüzitő
Nagyigmánd Komárom-Esztergom megye,Nagyigmánd
Tatabánya Óváros,Tatabánya
Soltvadkert Bács-Kiskun megye,Soltvadkert
8. kerület Alföldi utca 18.,8. kerület
Pécs Bihari János utca,Pécs
Debrecen Attila tér,Debrecen
11. kerület Törökugrató utca,11. kerület
Szeged Bécsi körút,Szeged
13. kerület Lomb utca,13. kerület
Tatabánya Dr. Vitális István utca,Tatabánya
12. kerület Temes utca,12. kerület
Székesfehérvár Sütő utca,Székesfehérvár
Salgótarján Szerpentin út,Salgótarján
Kecskemét Máriahegy,Kecskemét
Kecskemét Borz utca,Kecskemét
1. kerület Ponty utca 2.,1. kerület
Székesfehérvár Olaj utca,Székesfehérvár
9. kerület Vaskapu utca 17.,9. kerület
Szigetszentmiklós József Attila utca,Szigetszentmiklós
14. kerület Horvát Boldizsár utca,14. kerület
Salgótarján Zagyvaróna,Salgótarján
Bátonyterenye Nógrád megye,Bátonyterenye
Kaposvár Németh István fasor,Kaposvár
Tiszaug Rákóczi Ferenc út,Tiszaug
Kaposvár Dózsa György utca,Kaposvár
Kápolnásnyék Szív utca,Kápolnásnyék
1. kerület Derék utca,1. kerület
Gyöngyös Bethlen Gábor utca,Gyöngyös
11. kerület Nádorkert,11. kerület
12. kerület Stromfeld Aurél út,12. kerület
8. kerület Bérkocsis utca 31.,8. kerület
Eger Kossuth Lajos utca,Eger
Pécs Csillag köz,Pécs
Iváncsa Zrínyi utca,Iváncsa
Békéscsaba Lencsési út 25.,Békéscsaba
Pécs Endre utca,Pécs
Mór Kodály Zoltán utca 4.,Mór
7. kerület Dob utca 27.,7. kerület
Hajdúhadház Városközpont,Hajdúhadház
Keszthely Unterberger utca,Keszthely
Salgótarján Beszterce lakótelep,Salgótarján
13. kerület Zsinór utca 39.,13. kerület
13. kerület Dózsa György út 11.,13. kerület
16. kerület Lándzsa utca,16. kerület
7. kerület Rózsa utca 16.,7. kerület
6. kerület Benczúr utca 23.,6. kerület
Miskolc Zsolcai kapu,Miskolc
Miskolc Vászonfehérítő utca,Miskolc
Eger Knézich Károly utca,Eger
20. kerület János utca,20. kerület
4. kerület Hortenzia utca,4. kerület
11. kerület Sasad Resort Hilltop by Cordia,11. kerület
3. kerület Beszterce utca 21.,3. kerület
2. kerület Margit körút 10.,2. kerület
15. kerület Csobogós utca,15. kerület
11. kerület Szabolcska Mihály utca,11. kerület
1. kerület Szirtes út,1. kerület
Kozármisleny Orgona utca,Kozármisleny
14. kerület Emma utca,14. kerület
10. kerület Gyakorló utca 4.,10. kerület
16. kerület Mátyásdomb tér,16. kerület
Eger Árpád utca,Eger
2. kerület Ürömi utca 58.,2. kerület
8. kerület Vas utca 18.,8. kerület
18. kerület Goroszló utca,18. kerület
Miskolc Hajós Alfréd utca,Miskolc
Kőszeg Űrhajósok útja,Kőszeg
Pécs Eszék utca,Pécs
Ózd Lehel vezér út 8.,Ózd
Nyíregyháza Kosbor utca,Nyíregyháza
Nyíregyháza Stadion utca,Nyíregyháza
Nyíregyháza Tamási Áron utca,Nyíregyháza
Debrecen Virág utca,Debrecen
5. kerület Szent István körút 17.,5. kerület
Nyíregyháza Család utca,Nyíregyháza
18. kerület Riesz Frigyes utca,18. kerület
Nyírbátor Fáy András utca,Nyírbátor
Balmazújváros Debreceni utca,Balmazújváros
Székesfehérvár József Attila utca 1.,Székesfehérvár
11. kerület Hamzsabégi út 60.,11. kerület
Sátoraljaújhely Rozmaring út,Sátoraljaújhely
Debrecen Lehel utca,Debrecen
Debrecen Faraktár utca,Debrecen
Tiszaújváros Örösi út,Tiszaújváros
Miskolc Ifjúság útja,Miskolc
18. kerület Kappel Emília utca 5.,18. kerület
Szolnok Mártírok útja,Szolnok
Buj Rákóczi utca 41.,Buj
10. kerület Kada utca 125.,10. kerület
Salgótarján Gorkij körút,Salgótarján
2. kerület Káplár utca 15-17,2. kerület
Gyula Békés megye,Gyula
